,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
30,Positive,0.1964393939393939,False,0.6599999999999999,463289700,-0.0258,915726438,1516903981783601153,0.088,0.829,0.083,"  There wasn't a pool until Jimi started playing, actually. It filled quickly with tears during a rare, live Little Wing.",Mention,Male,False
31,Neutral,0.0,False,0.0,1935031639,0.0,915726438,1516903022474973184,0.0,1.0,0.0,  And a pond,Mention,Male,False
32,Positive,0.15,False,0.3,2315973691,0.296,915726438,1516902712624832512,0.0,0.784,0.216,"  Yep, opened up under the concrete https://t.co/jrhdOAEIeM",Mention,Male,False
33,Neutral,0.0,False,0.0,18250365,0.34,915726438,1516902373439979520,0.0,0.455,0.545,  Ha,Mention,Male,False
34,Neutral,0.0,False,0.15,98527416,0.4404,915726438,1516886175767801861,0.0,0.868,0.132," _honan If I remember, this was also featured on the Nightly Show a few years ago. Thanks for the cameo. 😝 ",Mention,Male,False
35,Negative,-0.1428571428571428,False,0.7714285714285715,3010704366,-0.8481,915726438,1516799561708281864,0.306,0.628,0.065," WRONG. Unlike SNL, InLivingColor smartly took NO prisoners+forgave NO screwups. We need a reboot w/whole cast.😎             https://t.co/D6FCz33kG3",Mention,Male,False
36,Positive,0.1999999999999999,False,0.4333333333333333,373566752,0.9422,915726438,1516760204909678592,0.0,0.573,0.427," Definitely not what I was suggesting, but thanks for engaging! Would love to talk with you about what I actually wrote and the larger context.",Mention,Male,False
37,Neutral,0.0,False,0.0,1441619958664892424,-0.3612,915726438,1516669698334621698,0.212,0.788,0.0,   No disrespect to Wos but  should've been apart of THIS conversation.,Mention,Male,False
38,Positive,0.05,False,0.55,1441619958664892424,0.3612,915726438,1516635889824256006,0.0,0.906,0.094, _Fabricant  I agree with you about the cultural shifts. Bush V Gore was the final nail in the coffin that sealed America's disbelief in institutions.,Mention,Male,False
39,Negative,-0.3333333333333333,False,0.6666666666666666,37725426,-0.1779,915726438,1516598243957772291,0.362,0.638,0.0,   seriously.,Mention,Male,False
40,Positive,0.390625,False,1.0,4261567934,0.3147,915726438,1516547968224145411,0.18,0.544,0.276," Man you are too funny! The Zodiac Killer is watching you!
He has zero friends.",Mention,Male,False
41,Neutral,0.0,False,0.0,700797415373156355,0.0,915726438,1516532424934662147,0.0,1.0,0.0," Wordle 304 6/6

⬛⬛⬛🟨🟨
⬛🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Mention,Male,False
42,Neutral,0.0,False,0.0,39199985,0.4404,915726438,1516528576991928321,0.0,0.674,0.326, Yea I lucked out with this one..,Mention,Male,False
43,Neutral,0.0,False,0.0,790971578,0.0,915726438,1516525440126664719,0.0,1.0,0.0, It got me!,Mention,Male,False
44,Positive,0.25,False,0.3333333333333333,185519974,0.0,915726438,1516506434002771970,0.0,1.0,0.0, My group went 0/4 for the first time.,Mention,Male,False
45,Neutral,0.0,False,0.0,988830848404283392,0.0,915726438,1516505168438644737,0.0,1.0,0.0," aarrgh!
Wordle 304 X/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Mention,Male,False
46,Positive,0.25,False,0.3333333333333333,1162031821116198912,-0.3182,915726438,1516503299716960269,0.277,0.723,0.0, got me. first loss ever. ;[,Mention,Male,False
47,Negative,-0.4861111111111111,False,0.8333333333333334,1298807765264105472,-0.2003,915726438,1516501693575446540,0.309,0.691,0.0, This one was tough!,Mention,Male,False
48,Positive,0.1672727272727273,False,0.4559090909090909,1604351990,0.6369,915726438,1516391869613228039,0.0,0.887,0.113,"  _Senko I’ve now got a new book out, Josh. By same name. It came out late 2021. More reveals and things we can do. Love  don’t know what he’s up to now",Mention,Male,False
49,Positive,0.2,False,0.2,1604351990,0.4404,915726438,1516382777863774208,0.0,0.58,0.42,  _Senko Thanks Josh,Mention,Male,False
50,Negative,-0.5,False,1.0,27339073,-0.4588,915726438,1516312837815119874,0.25,0.75,0.0,  An unfortunate indicator of an empire in decline.,Mention,Male,False
51,Negative,-0.5,False,1.0,1515021134474981376,-0.6418,915726438,1516092137569505281,0.21,0.79,0.0,  The moment we learn why she was so angry about the cracked phone 🤣 I was hooked,Mention,Male,False
52,Positive,0.0333333333333333,False,0.4833333333333334,4214201473,0.0,915726438,1516079032613449731,0.107,0.786,0.107,"Author _Fabricant joins BlackOnTheAir with  to discuss his work with The  Project and his latest book, 'Junk Science and the American Criminal Justice System'

https://t.co/XN32YK8D2K",Mention,Male,False
53,Positive,0.6,False,0.7833333333333333,24989674,0.9062,915726438,1516024815492251649,0.0,0.535,0.465, _jones  Great show and interview. Glad to see _jones get the love he deserves.,Mention,Male,False
54,Positive,0.4333333333333333,False,0.5,20209304,0.7715,915726438,1515821971178770436,0.08,0.553,0.367," another really good history podcast is , no British accent but 2 amazing storytellers.",Mention,Male,False
55,Positive,0.0416666666666666,False,0.1333333333333333,14864708,-0.25,915726438,1515800088999694338,0.038,0.962,0.0," _jones  While listening to you talk about social glue, I thought of Robert Putnam's Bowling Alone where he uses the term social capital. If you were to ask him he might say that your 3rd social change you've seen is really just the pandemic exacerbating a long after effects of the 1st",Mention,Male,False
56,Positive,0.3,False,0.4499999999999999,18274455,0.7425,915726438,1515770423878860815,0.0,0.84,0.16," _Fabricant  I really enjoyed the episode.  When you mentioned the idea of living in the decline, it really caught my attention.  I remember thinking something similar 15-20 years ago.  It's an interesting thing to consider.",Mention,Male,False
57,Positive,0.3479166666666666,False,0.4377777777777778,320850498,-0.3753,915726438,1515768765375553538,0.074,0.882,0.044,"_phil    Yup... *love* MoonshotGeneration!

And my ""slightly"" pregnant ""girlfriend"" and I had a JotP wedding, as soon as we were sure she was preggers!  I picked July 20th, 2004, 35 years to the day, figuring I'd have *NO* trouble remembering *that* date!!  (We had the shindig in Nov.)",Mention,Male,False
58,Positive,0.1833333333333333,False,0.4916666666666667,708841105295613952,0.8689,915726438,1515741207154069504,0.13,0.505,0.364,"  Awesome. I always feel like I'm missing something from similar arguments and I always love to hear the philosophy behind it
Thanks for responding 🙏🏾",Mention,Male,False
59,Positive,0.18,False,0.44,145379369,0.8718,915726438,1515740274588278790,0.0,0.724,0.276, _Fabricant  Loved the end of your take today. “And that conversation will be…” Made me laugh out loud after all of the heavy philosophical discussion. Well done!,Mention,Male,False
60,Neutral,0.0,False,0.0,1506376095385497604,0.0,915726438,1515698730044952581,0.0,1.0,0.0,_landalpha   ,Mention,Male,False
61,Positive,0.4027777777777777,False,0.8055555555555555,252351438,0.9169,915726438,1515693384333156359,0.0,0.442,0.558,_Fabricant  Excited for this. Larry Wilmore is my favorite interviewer - always prepared and super engaged.,Mention,Male,False
62,Positive,0.35,False,0.4875,1149377234026844160,0.8625,915726438,1515692221932130308,0.0,0.484,0.516,Thanks to the great  for such a thoughtful conversation on JunkScience https://t.co/wHweASptay,Mention,Male,False
63,Positive,0.375,False,0.625,708841105295613952,0.0644,915726438,1515465703452823556,0.07,0.854,0.076," or  
Would you guys be willing to take on the concept of Student debt cancellation? (I'm against it - I feel like if you take the loan you pay the loan) But I do want to understand the opposition a bit more",Mention,Male,False
64,Neutral,0.0,False,0.5,1088914594527989760,-0.3578,915726438,1515092145035628545,0.146,0.743,0.111,"  Ghosts of Crusaders watching the end of WWI in the Middle East: ""Ha ha! Revenge is ours finally!""
Ghost of the Sultan: ""Wait until you see what is about to happen to your empires.""",Mention,Male,False
65,Negative,-0.5,False,1.0,1088914594527989760,-0.6808,915726438,1515090730896691200,0.237,0.763,0.0,  The Ottomans bowed out of World War One 648 years after the 8th Crusades ended. That's a weird one.,Mention,Male,False
66,Positive,0.0688888888888888,False,0.4077777777777777,1088914594527989760,0.5423,915726438,1515090031148367875,0.0,0.907,0.093,  Huh. Now I am going down a loophole because I only knew about people born the same day as me. I didn't realize how many peace treaties have been signed on the same day over the milleniums.,Mention,Male,False
67,Neutral,0.0,False,0.125,1088914594527989760,0.2023,915726438,1515089730144071680,0.084,0.804,0.112," One could even argue the largest man-made explosion in history was to honor the birth of  on the same day. (October 30, 1961)",Mention,Male,False
68,Neutral,0.0,False,0.0,988830848404283392,0.0,915726438,1514976589464829952,0.0,1.0,0.0," I guess I'll take this!? Wordle 300 6/6

⬜⬜⬜⬜🟩
⬜⬜🟩⬜🟩
🟩⬜🟩⬜🟩
🟩⬜🟩⬜🟩
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩",Mention,Male,False
69,Positive,0.7,False,0.6000000000000001,361297639,-0.0788,915726438,1514927605983723522,0.192,0.64,0.168,  Agreed. Hannity is not the good guy here.,Mention,Male,False
70,Positive,0.4,True,0.8,2574669770,0.7013,915726438,1514927223760957448,0.089,0.686,0.226, But is he? Is he trying to get the Tangerine Idi Amin  to admonish Putin? Or is he just giving the jerk free air time,Mention,Male,False
71,Negative,-1.0,False,1.0,313412582,-0.6351,915726438,1514795372543049732,0.243,0.757,0.0,           Their fries nasty!!,Mention,Male,False
72,Neutral,0.0,False,0.0,80870910,0.1406,915726438,1514764414989307913,0.0,0.9,0.1,"          Agreed, but hold the fries.",Mention,Male,False
73,Neutral,0.0,True,0.0,834577200,0.0,915726438,1514757494639374340,0.0,1.0,0.0,          Is your tweet referencing food or sex?,Mention,Male,False
74,Neutral,0.0,False,0.0,192654190,0.0,915726438,1514754660699148294,0.0,1.0,0.0,          Whataburger every day!!!,Mention,Male,False
75,Neutral,0.0,False,0.0,556316067,0.0,915726438,1514753110186504209,0.0,1.0,0.0," Wordle 299 4/6

⬜🟨⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟨🟨⬜
🟩🟩🟩🟩🟩",Mention,Male,False
76,Negative,-0.2,False,0.8,556384608,-0.792,915726438,1514752355824152587,0.259,0.741,0.0,"          No Larry no, are you a California boy this is the only explanation for this poor decision.",Mention,Male,False
77,Neutral,0.0,False,0.0,4214201473,0.3612,915726438,1514748948312862732,0.0,0.865,0.135,"What does a production day look like for _jones on GameTheoryHBO?

He explains the process to . https://t.co/BfALDIpei1",Mention,Male,False
78,Positive,0.390625,True,0.4214285714285714,559561764,-0.7633,915726438,1514608001159598080,0.182,0.818,0.0," gotta ask, when will a PJs release on physical media see the light of day - I’d kill for a blu ray box set of that show!!! 🥺 🙏🏼",Mention,Male,False
79,Neutral,0.0,False,0.0,1897918189,0.0,915726438,1514423526509346820,0.0,1.0,0.0,  Go  https://t.co/yBiwapTUnp,Mention,Male,False
80,Positive,0.055,False,0.3350000000000001,47408194,-0.4019,915726438,1514416128952619012,0.144,0.856,0.0,"  I have not, will listen, his long comic arguments are a real step above other sports talkers",Mention,Male,False
81,Positive,0.4000000000000001,False,0.4388888888888889,345591652,0.8074,915726438,1514415541380947972,0.0,0.751,0.249," Did you listen to him on  podcast last week? Great convo.. I think you'd defiantly enjoy it if you haven't heard it.

https://t.co/8rVfCzSVh1",Mention,Male,False
82,Positive,1.0,False,0.9,39764749,0.5093,915726438,1514370933091229700,0.0,0.549,0.451,   You’re welcome!,Mention,Male,False
83,Negative,-0.25,False,0.65,902970619,0.7365,915726438,1514368813227294721,0.057,0.804,0.139,"   I found this while searching for a podcast covering the series as it’s so fantastic. All aspects of it - style, cinematography, cast and the layers of history behind it. Moments in scenes  are hysterical and then a sobering depth in the next. Thank you ",Mention,Male,False
84,Neutral,0.0,False,0.0,1074486777929392133,-0.4539,915726438,1514357706047467523,0.144,0.772,0.083,"Who's driving up inflation to HUaverage Americans?
The White-supremacists Republican party?
Yup?







jasonjones




 https://t.co/m3U7wgkXuj",Mention,Male,False
85,Neutral,0.0,False,0.0,15387839,0.4574,915726438,1514305829591158786,0.0,0.667,0.333,"    Appreciate it, DiGo!",Mention,Male,False
86,Positive,0.3125,False,0.4499999999999999,9166602,0.8016,915726438,1514298143214432261,0.0,0.715,0.285,Essential reading:  chat with  about  &amp; how we watch comedies - also love the shoutout to ! https://t.co/zk5HJIxtWd,Mention,Male,False
87,Positive,0.0249999999999999,False,0.43125,293625976,0.8268,915726438,1514241117432262663,0.0,0.769,0.231," _jones  I really enjoyed this episode, Larry, even if Alexa hasn’t played your podcast from the same source twice 😅 (it chose Apple Podcasts today.) Definitely going to check out Game Theory.",Mention,Male,False
88,Positive,0.25,False,0.2,1489230180518346754,0.6792,915726438,1514202475066232843,0.095,0.536,0.368," Milo says Hi! 😝🤣😝🤣

Thanks for the support Miss Wilmore!

HugeFan",Mention,Male,False
89,Positive,0.25,False,0.5,23424545,0.0,915726438,1514185581097594886,0.0,1.0,0.0,"  There is another subsection of American reactions to street magic, via  https://t.co/VVfI192w40",Mention,Male,False
90,Neutral,0.0,False,0.0,189996942,0.0,915726438,1514152821892866051,0.0,1.0,0.0,  👀,Mention,Male,False
91,Negative,-0.0499999999999999,False,0.69375,562717326,0.2003,915726438,1514070867034132481,0.127,0.693,0.181, “Insecure” on HBO created by  and  As much as fans hated to see it end; Myself included: The finale was beautifully done! https://t.co/QequqwxR1F,Mention,Male,False
92,Neutral,0.0,False,0.0,1074486777929392133,0.0,915726438,1514064805673328640,0.0,1.0,0.0,"Meme name changes for A-holes:

Karen should be ""Ivanka""
Ken should be ""Jared""

Spread the word.







jasonjones




",Mention,Male,False
93,Neutral,0.0,False,0.0,1074486777929392133,0.0,915726438,1514064576249151489,0.0,1.0,0.0," Meme name changes for A-holes:

Karen should be ""Ivanka""

Ken should be ""Jared""

Spread the word.







jasonjones




",Mention,Male,False
94,Positive,0.2208333333333333,False,0.6216666666666666,48395237,0.7339,915726438,1514028416365907975,0.055,0.76,0.185," _jones  Thank you, Larry, for acknowledging Will’s humanity. We can condemn an act without condemning the man. Also, very entertaining conversation with Bomani Jones about sports cause unless my STL CARDS is the subject, entertainment is all I need! 😄",Mention,Male,False
95,Positive,0.1666666666666666,False,0.4,321780802,-0.7592,915726438,1513951178521866242,0.204,0.738,0.058,"Love  and this isn't commentary on ""the incident"", but to acknowledge that men don't listen to women then simultaneously find it odd that a man would suggest advocating on behalf of women, is a bit more odd, no?",Mention,Male,False
96,Neutral,0.0,False,0.0,25213501,0.0,915726438,1513781098920431616,0.0,1.0,0.0,"Finishing the Tuesday shift with some  &amp; his guest, _jones https://t.co/RQldg4eus2",Mention,Male,False
97,Positive,0.4666666666666666,False,0.7166666666666667,28889417,0.8316,915726438,1513777014972444674,0.0,0.562,0.438,_jones Excellent interview with  Great incite on Game Theory development process.,Mention,Male,False
98,Positive,0.2666666666666667,False,0.5499999999999999,33735989,0.8074,915726438,1513744759159992327,0.0,0.622,0.378,_jones Great interview sir. Also enjoy Game Theory. Keep doing what you do.gametheory ,Mention,Male,False
99,Neutral,0.0,False,0.0,361395101,0.0,915726438,1513736114636410880,0.0,1.0,0.0,  of course!,Mention,Male,False
100,Neutral,0.0,False,0.0,1508928571435331585,0.0,915726438,1513635428687040517,0.0,1.0,0.0,       ,Mention,Male,False
101,Positive,0.5613839285714286,False,0.7107142857142857,933222918212825088,0.9255,915726438,1513597139816906753,0.0,0.585,0.415, _jones   Soooo good!!!! Love your insight and pov!! Both of you are so smart and funny. I never miss an episode.,Mention,Male,False
102,Positive,0.2931818181818182,False,0.6522727272727273,4214201473,0.0,915726438,1513526790643494916,0.0,1.0,0.0,"Sports journalist _jones joins BlackOnTheAir with  to discuss his path to becoming a TV host for his new late-night series  

https://t.co/WgiljLI4Pe",Mention,Male,False
103,Neutral,0.0,False,0.0,432006408,0.0,915726438,1513328759511961603,0.0,1.0,0.0,_jones  ,Mention,Male,False
104,Positive,0.6,False,0.35,135684302,0.6369,915726438,1513310332734906369,0.0,0.741,0.259,The best takes on this whole thing via podcast:   _jones ,Mention,Male,False
105,Neutral,0.0,False,0.0,1897918189,0.5972,915726438,1513307865338982402,0.0,0.766,0.234,"  ""I  just got back from Africa, Wakanda jokes y'all looking for?""

Man! 

Please, don't stop!🤣🤣🤣 https://t.co/Vm6s54Jbj7",Mention,Male,False
106,Positive,0.184090909090909,False,0.6,60724544,0.8478,915726438,1513288430876172296,0.0,0.793,0.207," Larry, agree 💯with your take on the Oscar’s slap. I watched it live and thought that Will’s acceptance speech was much more puzzling (troubling?) than the “slap“ itself.

Also, nice interview with Bomani Jones. I set my VCR to record Game Theory going forward!",Mention,Male,False
107,Positive,0.4136363636363637,False,0.3716666666666666,72375775,0.9744,27792033,1518372006974140418,0.0,0.523,0.477,  has great writing. Congrats to  and . 's first short film to win the Academy Award for Best Live Action Short Film.  's first win in the category.,Mention,Male,False
108,Negative,-0.6666666666666666,False,1.0,1114741890266615808,0.25,27792033,1518292907962339329,0.0,0.6,0.4, Dream the impossible,Mention,Male,False
109,Neutral,0.0,False,0.0,21968895,0.0,27792033,1518234540866633728,0.0,1.0,0.0, Dayum!!!,Mention,Male,False
110,Neutral,0.0,False,0.0,838218934155362306,0.3818,27792033,1518226988351303682,0.0,0.833,0.167, Gotta protect Red Bull. It’ll be enables as soon as Leclerc passes Perez,Mention,Male,False
111,Neutral,0.0,False,0.0,1507584316313903107,-0.4939,27792033,1518224158886301696,0.242,0.758,0.0,  The vax are dying and your blaming the unvaxxed.,Mention,Male,False
112,Positive,0.2,False,0.3,1507584316313903107,-0.7003,27792033,1518222920723566592,0.325,0.582,0.092,   Yes it does obesity is a real problem and cause all kinds of problems give ur head a shake denying this.,Mention,Male,False
113,Neutral,0.0,False,0.0,1507584316313903107,-0.802,27792033,1518222481126952960,0.419,0.581,0.0, Lies about the unvaxx we already know the vaccine causes cancer,Mention,Male,False
114,Neutral,0.0,False,0.0,898390425458937856,-0.3818,27792033,1518216720577712131,0.565,0.435,0.0, screaming 😭😭,Mention,Male,False
115,Neutral,0.0,False,0.0,21004169,0.0,27792033,1518080539424612353,0.0,1.0,0.0, Seems legit,Mention,Male,False
116,Neutral,0.0,False,0.0,898869319,0.0,27792033,1518035756186488834,0.0,1.0,0.0,  🤣🤣🤣🤣,Mention,Male,False
117,Positive,0.4,False,0.3999999999999999,2733852139,0.4215,27792033,1517985219252350976,0.0,0.714,0.286,_A_Prentice  That’s actually what it is lol,Mention,Male,False
118,Positive,0.1,False,0.4,370456418,0.0,27792033,1517968238507958275,0.0,1.0,0.0, Is this anywhere near J-Zee’s Hats for Men or Barber Shop by Jorge Clooney?,Mention,Male,False
119,Neutral,0.0,False,0.0,399148073,0.0,27792033,1517960379552440320,0.0,1.0,0.0, Im not pronouncing this Rihanna. This is RE-HAN-Na and that’s the end of it.,Mention,Male,False
120,Neutral,0.0,False,0.0,142511369,0.0,27792033,1517948798395424769,0.0,1.0,0.0, That’s NYC for you 😊😊😊,Mention,Male,False
121,Neutral,0.0,False,0.0,23888792,0.0,27792033,1517941054384873473,0.0,1.0,0.0, Alex Wong 🕺🏻,Mention,Male,False
122,Positive,0.3,True,0.75,18473588,-0.3506,27792033,1517898683882246144,0.353,0.415,0.232, You can't write this shit lol,Mention,Male,False
123,Neutral,0.0,False,0.0,1387241384235655168,0.0,27792033,1517857921115332608,0.0,1.0,0.0, 🤣🤣🤣,Mention,Male,False
124,Neutral,0.0,False,0.0,1517239742982942721,0.0,27792033,1517648886042710018,0.0,1.0,0.0,_NFT NFT Hyundai_NFT        ,Mention,Male,False
125,Positive,0.65625,False,0.65,1409990479203106820,0.8478,27792033,1517587480207314945,0.0,0.753,0.247," The Unbearable WAIT is over. The ""relentlessly funny"" MassiveTalent is now playing in theaters everywhere! Get tickets now - it'll be the best day of your life. Reply stop to opt-out.",Mention,Male,False
126,Positive,0.35,False,0.5,226505320,0.8316,27792033,1517582591620042753,0.0,0.278,0.722, I love this statistic hahaha,Mention,Male,False
127,Negative,-0.0625,False,0.2375,217058655,-0.555,27792033,1517581184418656256,0.135,0.865,0.0," Just watching this over and over! 🤣🤣🤣🤣🤣

When Elon Musk's autopilot program is jealous of other transportation's auto pilot programs that actually work!",Mention,Male,False
128,Neutral,0.0,False,0.0,837966013,0.0,27792033,1517580985252171782,0.0,1.0,0.0," “I do not have time for this, I do not have time for you” to an 80 pound apricot  Labradoodle not doing her business on West 113th.",Mention,Male,False
129,Neutral,0.0,False,0.4,375289223,-0.3818,27792033,1517579862718005249,0.191,0.809,0.0, There’s a deep metaphor here related to Elon’s hostile bid for twitter….,Mention,Male,False
130,Neutral,0.0,False,0.0,913131288,0.4215,27792033,1517577308739096576,0.0,0.811,0.189, This was never part of the GE Carousel of Progress at Disney.,Mention,Male,False
131,Neutral,0.0,False,0.0,217100313,0.0,27792033,1517557810342551552,0.0,1.0,0.0, 🤣🤣🤣🤣🤣,Mention,Male,False
132,Neutral,0.0,False,0.0,60246606,-0.0516,27792033,1517556285251592192,0.145,0.727,0.127," ‘Deadass, stop playing wit me’ another oldie but goodie",Mention,Male,False
133,Negative,-0.2,False,0.6,353161051,-0.4767,27792033,1517555859471151104,0.508,0.492,0.0, Also someone crying.,Mention,Male,False
134,Negative,-0.0625,False,0.125,411914368,-0.4215,27792033,1517547169225523203,0.078,0.922,0.0,   But did any of us grow up hearing South Asian etc. No we heard country. And Asian not too long ago meant not the continent but few countries and ethnicity. 2/2,Mention,Male,False
135,Neutral,0.0,False,0.5,411914368,0.4404,27792033,1517547037235060738,0.0,0.9,0.1,"   https://t.co/Ua8VDO9OWp was just appreciating the term Asian coming from meaning race and country only (a lá Africa) to region. In this case, Asia-Pacific. 1/2",Mention,Male,False
136,Neutral,0.0,False,0.1,968306971391725568,0.0,27792033,1517324649872322562,0.0,1.0,0.0, Did Jesus actually have a serotonin deficiency because that’s what this ad said to me,Mention,Male,False
137,Positive,0.2,False,0.9,1326353708796370944,0.0,27792033,1517322880983322625,0.0,1.0,0.0, Absolutely,Mention,Male,False
